,name,price,product_url,image,freeship,average_review,number_of_sales,sale,tikinow,tikinow_member_deal,re_hon_hoan_tien,tra_gop,free_gift
1077,Dây HDMI 1.4 thuần đồng 19+1 Dài 3M UGREEN HD104 10108 - Hàng chính hãng,113.900 ₫,https://tiki.vn/day-hdmi-1-4-thuan-dong-19-1-dai-3m-ugreen-hd104-10108-hang-chinh-hang-p5844567.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.5844567,https://salt.tikicdn.com/cache/200x200/ts/product/6a/db/f9/99c83a11c88485e7da02d40f6a5a5665.jpg,Yes, 100%,,,Yes,,Yes,,
1078,Thẻ Nhớ Micro SD Transcend 300S-A - 100MB/s (Kèm Adapter) - Hàng Chính Hãng,103.600 ₫,https://tiki.vn/the-nho-micro-sd-transcend-300s-a-100mb-s-kem-adapter-hang-chinh-hang-p78291088.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.78291088,https://salt.tikicdn.com/cache/200x200/ts/product/57/f9/7f/699d6358187aaa4648eb5b6237961d21.jpg,Yes, 94%,,,Yes,,Yes,,
1079,"Màn Hình Samsung 34"" LS34J550WQEXXV LED - Hàng Chính Hãng",9.990.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMag0eaIasAbAnUEMyzRiwt31vpCRrnIUC8Zsm_C3FDCNW9C4tTCxEeKAlCfzdrZ6cq3rJn1bICoQQSv5LF65OAX4HZrEsm2Osm70O5DcDWug3RFkL2Gbjt1nuvNSpEpzCQx8AmVBVFOGoxeiimgsW-XziKM0bb_b5XL4x3szHlvxxnWVtm3l1s2scB8JlRDtICjpVQHilcwwa1wqSh4zuc8EoU1UMJmYT-iMe4CZAJ8m29mvjwKqo2X0enAcd9M_ADMHgfTgX3dBe22_pSmD9mkEgd6l6pWeUQwLHfAMFqyNIG3aIzWu2sF4OETvNdK7kqqRmJW_u0sQHdMpdqjZL2H8omTIUZ7IFDIycdDX-A4xYceJSWMscKuUEj6YD_1EmCuQNLOyyIvVUyZpDHTpuRpdgWg7JEaDe8-nS2Q7to_dfb67df77tJZALeonmkjhqzfmjgXhvrRNur6IlbMiT3sjpwJEEFebYWCD0HTCbQC544bSlx4zV2lYiL1pNwRTOQXQ5S6Sy_Hp6Eqo32Qr3axCb9LsWcYXiN_mi8Q8Yi0Ayr0_UQ2S9iEgAQ5W22wle4vQvPYW6YjDMSXlA1gYtnzyl6jPvHgzYpWKFEtcP9nZoSTiwz3SHv06jTknT5ndEEw1ipmRYQdVhzaZffPZ4qnMTGg9oTc7Xu3maCN4fF7Q49WlNBlclKebtgrVt_U6zBZE0G9LQJyJKQIhQwSd-98kLPVOFA00wyoQ77hPyphoIUnUqnQezu6hyxS8nakRWudQniEWSjSN_pCRVMn-qMK1iDQ0kTh_oddANTCJ_HPhDsWeqSWZr3JJGmHXU2ISywO_YxJ0D5y_LRRctJttsOfcdGKddnD_N-YdQ3lf-bUMxjf9rjTtIKi-3UeSL-jth-MREXblO2JO_OXiDuLtDgol9jNWgyG4bGk7yXWHOTekyNusmMfOiU3N4QdWOEbKTtHzMB18RE_anietrzpW3iKglcz7MZ4qKyIUaiYDYhq511J-6SC-TiYdXxhVPoInOVdsnRatukuUS45XlMdxa47I0brs0GBDPhWRMQ68lwdP1Y-h1RVC8NYDQXDcpCED4ZyZWmsAADK5_oBhqyEJFiAj8JFcUqlpfE_B&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.55762_Y.470356_Z.1041754_CN.34j550-manual16%252F06%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=Rx1612Y2la&pos=1&redirect=https%3A%2F%2Ftiki.vn%2Fman-hinh-samsung-34-ls34j550wqexxv-led-hang-chinh-hang-p17952606.html%3Fspid%3D28075068,https://salt.tikicdn.com/cache/200x200/ts/product/50/65/fd/a6fcd3c498ce48dda1774a1011fdfd42.jpg,Yes, 90%,31,,Yes,No,Yes,Yes,
1080,Phần Mềm Diệt Virus BKAV Profressional 12 Tháng - Hàng Chính Hãng,193.100 ₫,https://tiki.vn/phan-mem-diet-virus-bkav-profressional-1-pc-12-thang-hang-chinh-hang-p76181490.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.76181490,https://salt.tikicdn.com/cache/200x200/ts/product/09/c0/8c/f20ea1736b20a4ce9138382e51bbf75e.jpg,Yes, 96%,1000,,Yes,,,,
1081,Bộ Phát Wifi TP-Link Archer C54 Băng Tần Kép Chuẩn AC1200 - Hàng Chính Hãng,419.000 ₫,https://tiki.vn/bo-phat-wifi-tp-link-archer-c54-bang-tan-kep-chuan-ac1200-hang-chinh-hang-p74975883.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.74975883,https://salt.tikicdn.com/cache/200x200/ts/product/dc/eb/0b/693203d8bf502067358824499bf82710.jpg,Yes, 96%,,,Yes,,,,
1082,Phần mềm Microsoft 365 Family English APAC EM Subscr 1YR Medialess P6 (6GQ-01144) - Hàng Chính Hãng,1.389.900 ₫,https://tiki.vn/phan-mem-microsoft-365-family-english-apac-em-subscr-1yr-medialess-p6-6gq-01144-hang-chinh-hang-p53056161.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.53056161,https://salt.tikicdn.com/cache/200x200/ts/product/62/3f/89/cf42ade3f9e7facda0cbf525cea38bb6.jpg,Yes, 100%,,,Yes,,Yes,,
1083,"Bộ nguồn cấp điện liên tục UPS PROLINK 650VA (PRO700SFC) Công suất 360W, công nghệ Line Interactive tích hợp bộ AVR, sạc siêu nhanh - Hàng chính hãng",890.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMXQ2UxK1-zai0htQe92Lyz6jBBG8csJ784VaH5GNL5Ey66ASxwB3jd1qN0KQHewagR6Xbxmodl_-qRjOkZuhLPiveV5ciaS_EYyOlmmkm1cigUOjbGK1IwCNIUn7i5kzerixcl8J0OYIIG609YEc22lzoUzHecjrA6y4a-WBnqT_d6ILa68DAuvxFeuQn0mKXB7cG0InfFfLSh6Pa3Ryi5Ik5Murcpr_wxJOwynGqXMRcpyOF-pkh3lU_N_gHonCAmMoJhFJSttcJpu4o0_SSGKWeU-dHAs3SI3H7cy_cvSWvMr70DPkbEsZhaECzqK-Qj3u9A9X1OFexGgIXTvOzgyYayKo5vTNAO_kOCeCzqej8UdsEqnjS16_R2Qt6OOFh1RipqkcYP-Meu0iQA17SzStJiWFFikM1HjN57Yd8LAa3YvhJSfqKEY3xpnRT7vNfyVNE1PMeulPzoWvDcdMABN3yT5EotrybhwHXqPdTij4mUCaxU4e3TzhFuMNa5OK-aDCPQHAgewHbCZ6FVN19oJkLVFGX7oFUsYdXMRKp0MGAz8KRIKfsP2dL3mXD_98ic8PfzQZQCCqvg04OhBdegeKFsaFby9RJPVk1jNLgA5rK_M_N0-ObOhYfA9bQLn2dXmW5fM4MwhJf4CDfw_KBzmvkDsdrBZkkUM-xPyUH4aJJAo-UbUW-GH_JpKaKuJmpb1blttSnQtHWdH-lnjX4uNFU21HoSy8iEKvGcxOejPtDai7vDqsyicbH5FZLjxr_iYE7Y7_JirXhpcfjYT88FLlF80kXVqXvBugBe8ktl1Lx5D3pg0PO-FuDhm8uH7MhnApwyQ00oCeD9wYLXCz1ReZdkfRWlOGmgdzL12QNbvYyv1t51YSPEylKsU4VrF124XzFqVvFEUYqoHOoYRt7BNCuvne7zbISldV8jaVCeRTqnmREwz5CjvJ7-zbjAW5n1pZGTLZ_WFz6p7WyAxG0WOkzXcohhC1Nzkj4E7tpUQCUmLsTZiLsfDyS00OZYP7i8k1Vx2lxnQeDdgZgr4V2yznWC09YYqBEKrOtgsDbnN0UiPITB4PIjjHH561F3_-Ab8QKCq8_vVI8d-g9IgnNXgBI2s8QaFRwaGzJYbZIEFn6VRrBGxXpYww_FaZx9GYahWAAIs&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.73557_Y.646623_Z.1329097_CN.T9_Bo-Luu-%25C4%2590ien&itm_medium=CPC&itm_source=tiki-ads&reqid=Rx1612Y2la&pos=5&redirect=https%3A%2F%2Ftiki.vn%2Fbo-nguon-cap-dien-lien-tuc-ups-prolink-650va-pro700sfc-cong-suat-360w-cong-nghe-line-interactive-tich-hop-bo-avr-sac-sieu-nhanh-hang-chinh-hang-p72741594.html%3Fspid%3D72741595,https://salt.tikicdn.com/cache/200x200/ts/product/e8/71/17/8cf20ba1a3f2bf790bce7f40f627e879.jpg,Yes, 92%,65,-11%,,,Yes,,
1084,Phần mềm Microsoft 365 Personal English APAC EM Subscr 1YR Medialess P6 (QQ2-00983) - Hàng Chính Hãng,1.026.600 ₫,https://tiki.vn/phan-mem-microsoft-365-personal-english-apac-em-subscr-1yr-medialess-p6-qq2-00983-hang-chinh-hang-p53080935.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.53080935,https://salt.tikicdn.com/cache/200x200/ts/product/55/0a/8d/e2459f627f2dc826a3d2e3b1d8b9388d.jpg,Yes, 100%,1000,,Yes,,,,
1085,Bộ Mở Rộng Sóng Wifi TP-Link TL-WA850RE Chuẩn N 300Mbps - Hàng Chính Hãng,249.000 ₫,https://tiki.vn/bo-mo-rong-song-wifi-tp-link-tl-wa850re-chuan-n-300mbps-hang-chinh-hang-p74559331.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.74559331,https://salt.tikicdn.com/cache/200x200/ts/product/e1/77/18/e9479d151709fd797364709547f656cd.jpg,Yes, 94%,,,Yes,,,,
1086,Bộ Chuyển Đổi USB Wifi Nano TP-Link TL-WN725N Chuẩn N 150Mbps - Hàng Chính Hãng,120.900 ₫,https://tiki.vn/bo-chuyen-doi-usb-wifi-nano-tp-link-tl-wn725n-chuan-n-150mbps-hang-chinh-hang-p416978.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.416978,https://salt.tikicdn.com/cache/200x200/media/catalog/product/t/l/tl-wn752n-06-g_1_.jpg,Yes, 92%,,,Yes,,Yes,,
1087,Màn hình HKC HA270 27Inch IPS LED Full HD - Hàng Chính Hãng,3.490.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMRNAiiDxmV390Q7VhkH_60NRp_-c18wplfUG7UJZdFbU6B8gYYuIYgpZGMxZb0mW3KMJZWUP7rHAItJ7Ch3L4QzKPiPFz7tBBk_5fpEU6KKVvUkWAiLqMXb95xD-CmuKAztazd8EI4mFeDXtMJG_Okwh5BGbVtW-BL-ATKEjvWqYn8vc6Lp5TlkVaAFuMXOsINRhKHXvrcscWqiEmdY7sXcZcYnime4QwSaNn-1QxIftM9IsuG-bqvtKMw_W8bLiGlRRbpTDtxDFSyWcanTVQq8FTfesDXCPg313p5yhZshTSrgEkmvhrZxIMr7APgLAUaa6JJfRyN3nZ1upx-e-2tGlkHBviZHWgsHRhsZhRoJasP3z9C54nM7VFTNqmavM270U3JK1ecsgrKZnJXosaghPkRf1HfFm3mSf3R9XnZdj_7fss7Zl6wOe362i8tSkc1kDENlYj9gz49ntlrLfmTkIC4-VPXwNHgfw-imFrcXCNk9lVjbt7UGpFo83trKFbZNqieTA5hAfVfpWwwedQp0HrUwkdTXELppBwE7EZ-nLlDTa4lF09ioFE_9TOKjWzMLwWFPVAz-qM3zn-88tOauHY6VYPnBA4l4AOGYXlWmQVuWr6PdHVHfEVNG8OjnN_saNHAVGda6jDL0hcndEOakOJgqAxTWs1D7yw0_Q3XmRLY1Rf5-fFIhyn9gzmSiIvy682IVgs1MgG5mg83VqrRmQo3-UdyUP_MXM7UGaCpn8V_B_9Pv_BsTUyMSOLtqWVW6PRtYp1bR_FCTuTrJ7EvBHRZzCZ4nOiQWxpbja9emLTW2zmvWThhiBQQEi8YTtDbGtsAZBsh8q5tDVwPx6eveywWEgG0u4PdaxNFGo6pCZGzZhcFQAjRFUyUXuLz5NjqsTKznG_juzIrgycfF-OJhWRuE7fDyfZiWj2w9ku8earNXaePdZWL68psnJ7HFOQBsudWkvIcW1Ec9aUJNgqwnHx9fU7RPO7wyLvVDpKhmwIcqBf6Rc5qAcgnGj7MK-8jnB9u3l5x4vkJFjHqQronYGSjrH7mWtjAvep3s-NzbY9B-0Vd-9VigJfeXkFbo9f5gmfBiFV1WAJMsIeVHXn1o8rBjapjrv85ECQyoniGbUgb6QCIITNtOx1_FAm4qL&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.75404_Y.666852_Z.1357320_CN.Ads-Thang-10&itm_medium=CPC&itm_source=tiki-ads&reqid=Rx1612Y2la&pos=9&redirect=https%3A%2F%2Ftiki.vn%2Fman-hinh-hkc-ha270-27inch-ips-led-full-hd-hang-chinh-hang-p83663591.html%3Fspid%3D109428306,https://salt.tikicdn.com/cache/200x200/ts/product/68/ad/58/633d00a783665e74a693b18f8d5cf9ab.jpg,Yes, 80%,1,-4%,,,Yes,,
1088,Bộ Chuyển Đổi USB Wifi TP-Link Archer T2U Plus Công Suất Cao AC600 - Hàng Chính Hãng,259.000 ₫,https://tiki.vn/bo-chuyen-doi-usb-wifi-tp-link-archer-t2u-plus-cong-suat-cao-ac600-hang-chinh-hang-p54439144.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.54439144,https://salt.tikicdn.com/cache/200x200/ts/product/61/75/66/bbe09e63ca8bac4e13f055348863fe42.jpg,Yes, 96%,817,-26%,Yes,,,,
1089,Bộ Kích Sóng Wifi Repeater Mercusys MW300RE 300Mbps - Hàng Chính Hãng,192.000 ₫,https://tiki.vn/bo-kich-song-wifi-repeater-mercusys-mw300re-300mbps-hang-chinh-hang-p754249.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.754249,https://salt.tikicdn.com/cache/200x200/ts/product/ac/e1/0b/60e99360b872eedbbf281f866da4480b.jpg,No, 86%,,,Yes,,,,
1090,USB Kingston DT100G3 32GB USB 3.0 - Hàng Chính Hãng,109.000 ₫,https://tiki.vn/usb-kingston-dt100g3-32gb-usb-3-0-hang-chinh-hang-p405243.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.405243,https://salt.tikicdn.com/cache/200x200/ts/product/fe/2a/37/34e6ca6587338ccf18f312d7b9b2ea3c.jpg,No, 96%,,,Yes,,,,
1091,Máy In Laser Đa Năng Brother MFC-L2701D - Hàng chính hãng,5.506.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMc_KHAbOWBra3HjbzIszjfOFZkHlKtjyTnbeKuCa96vPf2TBiuHnZRAz-3eNt1eumGx7jznCIZIuiUT_EJA0fia81DezsRHC0ziHKsHL-s3zaFZbPb5QGs32dQr2T2VP72-IOPKi5ptaL0KA_27t0tdyyByuXD7CByT3Woj6Kw6x7eFPyDbcG0aUeOckePuKQ1hmX03I9JYoRNHTDdVAvmKKhiQh69PPV__de_GNmK-yFPhbFVf6Y-hKRS3B8HwuOslY8AX1PkeEUNP-R2Z14yxiHAYRLJ9hJBk7o8IfOXJ1vh629_dcixnT-rKU6SgUut8LrciGUtn2IzsVJyEuvy6zOojmb5P9THDXUv4Yx0tJ6xaBVLaf_xW78Ny7i0qzml2ZT6K_SlP8cnuF9eVZ-m-2JfY1k6SLgYS8n9xcdKh-5aJ2KhgHNHxC7EU6oKpKr0lx3-5dapVRpbAsPe0n8Wncj6Nm2CH77x4EXsIvv6V_al8dCnPoz8CdblXmwOxVufOgC-T4NY_PLemlLHPof8zkdKkKebClMvtNFZcMbrMZK_QBQq8KYHsQa9_lh5G2rnwOGhfVM93x3rK1K3VIkf1eupCW_SiI6dLrNI6c_EsHO3sTT9Zo-4G7T_6CUtZt0wgtlwKFS4DVuGTrGf7iMglXFLy6s9RnqCNkKe3IKwqz8xCZhf01TSVYgSyfnyYu6Ghikg25nKv2W9TwhDAUyTK-NgQ2cXkPMJj1cp-yVSD_AXVwDDmRFrY8OBdnwVTF_7Cr3JWGk2j3VV2H_GqEsFtN1vAl0vB9GIUVdG2a6N_jAdY7NUwZZcFfXBzzde5a4vYhH9SWgKGs2GzDds_WNjjXj1qJdfa5FZuNqop2-BQtqHupPZv3hCGBRdc6oA7qo2537GMzA3aK492hjmMyjAGUrddBiwd1qkkBxlnzACH6wpj_5AQYESINdnFoo__Mpq70akosELnn5DZDcTZEBtJ2f7TsD-xybFYUS6A3BgmVqWxe-6-L_ozTa0GIaP-5aM83BvermPOGtKaBu6sLZK_UiE9x5cZ43_6BbcRHtZGox2CWd-GfvAyb4g3frSWwvKdHlgbW9Rt13AX7M0WjmznJ1g_HwCTfzhC2sR68mwS8at01MHzoq2quTGg9eh5M_lVYL7qo&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.16220_Y.119658_Z.422957_CN.SEARCH_TRAFFIC_AUTOMATED_MAYIN&itm_medium=CPC&itm_source=tiki-ads&reqid=Rx1612Y2la&pos=13&redirect=https%3A%2F%2Ftiki.vn%2Fmay-in-laser-da-nang-brother-mfc-l2701d-hang-chinh-hang-p459248.html%3Fspid%3D71092132,https://salt.tikicdn.com/cache/200x200/ts/product/bc/c0/9b/f7a6188fb3374fabc5a1266066b61194.jpg,No, 100%,13,-3%,,No,,Yes,Yes
1092,"Máy in HP Neverstop Laser 1000w  (In/Wifi/Trắng,Đen-4RY23A) - Hàng Chính Hãng",2.999.900 ₫,https://tiki.vn/may-in-laser-trang-den-hp-neverstop-1000w-4ry23a-hang-chinh-hang-p23393172.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.23393172,https://salt.tikicdn.com/cache/200x200/ts/product/67/83/51/d6b9be95d47a6e3a3bbf0c74d75fbe0c.jpg,Yes, 94%,423,,Yes,,,,
1093,"Ổ Cứng SSD Gigabyte 120Gb (2.5"" Sata iii 6Gb/S) - Hàng Chính Hãng",590.000 ₫,https://tiki.vn/o-cung-ssd-gigabyte-120gb-2-5-sata-iii-6gb-s-hang-chinh-hang-p12481715.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.12481715,https://salt.tikicdn.com/cache/200x200/ts/product/2f/43/54/924a80b4d1dbe0236174c34dd9437c02.jpg,Yes, 100%,,,,,,,
1094,Router Wifi Chuẩn N 300Mbps TP-Link TL-WR840N - Hàng Chính Hãng,259.900 ₫,https://tiki.vn/router-wifi-chuan-n-300mbps-tp-link-tl-wr840n-hang-chinh-hang-p416625.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.416625,https://salt.tikicdn.com/cache/200x200/ts/product/eb/3c/db/89cb41321c20edd1c720a5013b36c5ba.jpg,Yes, 94%,,,Yes,,Yes,,
1095,Ổ Cứng SSD Samsung 980 Pro M2 PCIe 4.0 - Hàng Nhập Khẩu,1.950.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMZCKtSObw0Ijc6p7X3K_YYpdfeVETWJeu58qBA7r1ZcYus7nMCpng-g0NU-0LZnnJBu_Wa8B8PK5x4-4thhtICBZYWomvp55o2jHUs3lVwNLcJqe-NyjMFQZEmPVyDpC_Jm3yw28VRQt-xiKM5_YXIL4DrhDCzkg-fo4kgR82xykr_bBbFBuN5bBpqY16otcHj23xoWTKUJan6wuLjm2LY84qiF7pXjJH42NXMHpv4JnusHLDOHx-fjQsAH2jBv0DeSJcFmbPADZsMh3Qh5OTaQvqtw_O19aH3SQw5vSrKgtK1ZumrKhX_1iD8ZNsmCSznWUhxVHyZpheStTOfssUoApwqpEyRcOvOT9ISYHla2RHCNOJTjvRIKzS7JExbrVIG3mDasQEDOy0BlHrIcBQz0yiIqh8Ts8JLKdGBVWjQFyGzr4Xs-EcNxoo6UQWQi1bvE5Vqc4YLZ13rLlMtrNu-oQjJ4MyjCc5NZic1kriKQFMjgDVZifve_HAWeSPDxVL8LUPkgBUlIY44PfboAqRrwDx6tFLpulM4vIWXTE3pGrrN6ynOY4BU75AceQ_RWuDYDU5N0Yvg3YigbqANdkrZITLFGY14idpWcv7pKDaLHlr9CTgHg7M9Hjy7zrjCXZWR7g5f24dfkT-ZDkZObujezvb_EioZL4qGeQUE9HQT8aQueziFFkAtDdM1yyY-yUe5Dy5IFmAdVmzELWXnYjHJ7sfAJXWaBZbc-RNB5UYrJuAtQfcOkusCMrGA4jBRjGP_7uHn26mZVFrP8dfEqVLaMG9w07qygoQeGzUkD5hjw8PwOma0CHw3VemMBPzp0M2OSpg_XdQwF_cVCk8PmBsnNhvT8ZouD-fvuyummNbnpy7Qu7fa6IfWoIE_Lrxw6LhEnbLH-4wH_CNqjNCdB5hKNBhKYinlw1IBW18VoeW9wVLUeDRtTj3AWpCaDWiIFfCPLEkVH2M7GD7-WN6mGqsssUQUSlYTg4ldpjUH8vPcv2WD6V9-TBkw9y_SjsLuWbr-nvpHTAyojiNUaoZWZ-LX18ZzKogVQGgKXFPaYbgZLz1wb-pjok-JnNvHoK5V6ogxJVIb9k0qAmY77hi9mUDSV7SiWpEG-kWzXEoVKxmG3R7PqlB8DToRb3sO85WWXWaLwMZmY55g&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.62759_Y.553556_Z.1177270_CN.Hieu---SSD-Samsung&itm_medium=CPC&itm_source=tiki-ads&reqid=Rx1612Y2la&pos=17&redirect=https%3A%2F%2Ftiki.vn%2Fo-cung-ssd-samsung-980-pro-m2-pcie-4-0-hang-nhap-khau-p70944880.html%3Fspid%3D70944882,https://salt.tikicdn.com/cache/200x200/ts/product/fc/ed/83/d0925a78f2df4b45c27552e67e6c2916.jpg,Yes, 96%,66,,Yes,,Yes,,
1096,Bộ Chuyển Đổi USB Wifi TP-Link Archer T2U Nano Băng Tần Kép AC600 - Hàng Chính Hãng,259.000 ₫,https://tiki.vn/bo-chuyen-doi-usb-wifi-tp-link-archer-t2u-nano-bang-tan-kep-ac600-hang-chinh-hang-p76030024.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.76030024,https://salt.tikicdn.com/cache/200x200/ts/product/6b/b9/91/8bf5a38d9dcf6c0f184bdded3b431e4c.jpg,Yes, 94%,586,-21%,Yes,,,,
1097,Kaspersky Internet Security Cho 1 Máy Tính - KIS1U - Hàng chính hãng,278.000 ₫,https://tiki.vn/kaspersky-internet-security-cho-1-may-tinh-kis1u-hang-chinh-hang-p561879.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.561879,https://salt.tikicdn.com/cache/200x200/ts/product/5c/04/de/5daf4e2ae7ee24bab647460cdc311807.jpg,No, 100%,,,,,Yes,,
1098,Bộ Kích Sóng Wifi Xiaomi Repeater Pro - Hàng Nhập Khẩu,239.000 ₫,https://tiki.vn/bo-kich-song-wifi-xiaomi-repeater-pro-hang-nhap-khau-p17967481.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.17967481,https://salt.tikicdn.com/cache/200x200/ts/product/68/76/90/fb3b1d8cedf13c4cbfdfe35605b1f84d.jpg,Yes, 90%,,,,,,,
